profile_id,total_trades,winning_trades,losing_trades,total_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,profit_factor,win_rate,avg_win,avg_loss,avg_rr,max_consecutive_losses,total_days,trades_per_day,starting_equity,ending_equity,window,window_range,tournament_score
omni_breakout|equity_curve|retest_entry|no_pyramid|chandelier|day_of_week|US100.cash,408,145,263,-4654.878204285643,5023.0629221427225,0.05004636614942223,-3.0877247736374,0.5831657614837517,0.3553921568627451,44.91267820197086,42.46089940521452,1.057742036346391,11,980,0.4163265306122449,100000.0,95345.1217957144,2.5y,2024-01-01_to_2026-09-09,-0.7916872793854769
omni_breakout|kelly_criterion|volume_spike_gate|no_pyramid|multi_target_cascade|day_of_week|US100.cash,152,80,72,-2210.1138051499915,2267.8768669002748,0.022670478297543404,-5.665275778038098,0.37025798616218775,0.5263157894736842,16.243006435625063,48.743809999999954,0.33323218754596895,5,364,0.4175824175824176,100000.0,97789.88619484974,1y,2025-09-09_to_2026-09-09,-0.7919908240427758
omni_breakout|kelly_criterion|stop_order_at_range|no_pyramid|multi_target_cascade|day_of_week|US100.cash,152,80,72,-2210.1138051499915,2267.8768669002748,0.022670478297543404,-5.665275778038098,0.37025798616218775,0.5263157894736842,16.243006435625063,48.743809999999954,0.33323218754596895,5,364,0.4175824175824176,100000.0,97789.88619484974,1y,2025-09-09_to_2026-09-09,-0.7919908240427758
omni_breakout|fixed_low|dual_timeframe|risk_free_runner|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|dual_timeframe|no_pyramid|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|dual_timeframe|momentum_confirmed|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|dual_timeframe|inverse_pyramid|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|dual_timeframe|front_loaded|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|dual_timeframe|equal_split|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|dual_timeframe|adaptive_tranche|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|close_confirmation|risk_free_runner|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|close_confirmation|no_pyramid|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|close_confirmation|momentum_confirmed|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|close_confirmation|inverse_pyramid|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|close_confirmation|front_loaded|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|close_confirmation|equal_split|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|fixed_low|close_confirmation|adaptive_tranche|fixed_sl_trail|day_of_week|US100.cash,152,88,64,-4166.440799999961,4239.4323,0.04238816469059754,-4.2995948792922905,0.5138770382701187,0.5789473684210527,50.0490248863641,133.91804671875002,0.3737287551055408,4,364,0.4175824175824176,100000.0,95833.55919999999,1y,2025-09-09_to_2026-09-09,-0.7921613678763747
omni_breakout|conservative_ramp|dual_timeframe|risk_free_runner|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|dual_timeframe|no_pyramid|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|dual_timeframe|momentum_confirmed|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|dual_timeframe|inverse_pyramid|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|dual_timeframe|front_loaded|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
